week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2023-17,-0.0479047143199985,0.9777369383301706,0.035672448205649104,1.071994038266295,228.0
2023-18,0.11031188116465288,0.8398589837907757,0.018834176955740006,1.049729730850288,258.0
2023-19,-0.08906707502502918,1.058627240870089,-0.07301292203589825,0.8547469692895096,269.0
2023-20,-0.023781519068000287,0.999058682746261,-0.02880324021439261,0.9113826366042383,270.0
2023-21,-0.06322368121584272,0.9806281555915783,-0.12948063285935596,0.8027571422992226,192.0
2023-22,-0.01751494434214855,0.9792318741833829,-0.05828958994991858,1.0195786516097083,248.0
2023-23,0.04915106480553634,0.9042012809683819,-0.14112801304356137,0.7842108004498438,241.0
2023-24,-0.039510738455122665,1.1854813180521173,-0.02208098771112494,0.9061638961248173,254.0
2023-25,0.04957076918414089,0.9610745783890996,-0.07912233409357755,1.0439299484674762,255.0
2023-26,-0.09605781093137113,0.9741552990150695,-0.044086402609914775,0.9695555679452712,304.0
2023-27,-0.02544008133130483,1.100076853298055,0.10277109362216325,1.0975054215816478,197.0
2023-28,0.12778587407203043,0.8943185980963569,0.006768760383676016,1.0179618627518305,222.0
2023-29,-0.13718614249292388,1.032982824858902,-0.05986327671964708,0.8422060696961226,223.0
2023-30,-0.10772994436187894,1.0135414032444139,-0.10096040629112155,0.8184305837408662,257.0
2023-31,-0.09758419041365997,0.9149261171014668,0.03240253426968852,1.0519315394989206,252.0
2023-32,-0.11735359144927711,1.0165750890882703,0.04898828255149738,1.0508034196868874,192.0
2023-33,-0.09870887843700787,1.1749150556105281,-0.03157939177486947,0.8402185860420778,152.0
2023-34,-0.11966397620509041,1.0271743606812236,-0.015632697097514518,0.9767018353939022,174.0
2023-35,-0.11180503054921631,0.8287518031059465,0.18234864533878917,1.090276545067594,43.0
