index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.stern.de/news/ungarn-lenkt-ein--alle-eu-laender-billigen-ukraine-hilfen-von-50-milliarden-euro-34419584.html,https://www.stern.de/news/ungarn-lenkt-ein--alle-eu-laender-billigen-ukraine-hilfen-von-50-milliarden-euro-34419584.html,0,www.stern.de,Ungarn lenkt ein: Alle EU-Länder billigen Ukraine-Hilfen von 50 Milliarden Euro,"Ungarn hat eingelenkt: Beim EU-Sondergipfel in Brüssel haben sich alle 27 Mitgliedsländer auf Wirtschaftshilfen für die Ukraine im Umfang von 50 Milliarden Euro geeinigt, wie Ratspräsident Charles Michel am Donnerstag im Onlinedienst X mitteilte. Dies bedeute…",https://image.stern.de/34419586/t/1S/v1/w1440/r1.7778/-/01--kanzler-scholz-bei-der-begruessung-von-ungarns-regierungschef-orban-in-bruessel---f379e5eaced3f76f.jpg,2024-02-01T11:20:35Z,,"Ungarn hat eingelenkt: Beim EU-Sondergipfel in Brüssel haben sich alle 27 Mitgliedsländer auf Wirtschaftshilfen für die Ukraine im Umfang von 50 Milliarden Euro geeinigt, wie Ratspräsident Charles Mi… [+1213 chars]",,de,'Krieg'
https://www.focus.de/politik/ausland/ukraine-krise/saluschnyj-der-kult-general-der-gern-rammstein-hoert-wie-saluschny-mit-selenskyj-brach_id_259628196.html,https://www.focus.de/politik/ausland/ukraine-krise/saluschnyj-der-kult-general-der-gern-rammstein-hoert-wie-saluschny-mit-selenskyj-brach_id_259628196.html,0,www.focus.de,Saluschnyj - General mit Kultstatus - und Selenskyjs Rivale?,"Berichte über die Absetzung des beliebten Oberbefehlshabers der Streitkräfte, Walerij Saluschnyj, haben die Ukraine erschüttert. Offenbar haben die Differenzen zwischen ihm und dem Präsidenten einen Höhepunkt erreicht.",https://p6.focus.de/img/politik/ausland/id_259628195/walerij-saluschnyj-kurz-vor-der-russischen-invasion-der-ukraine-im-februar-2022.jpg?im=Crop%3D%280%2C29%2C940%2C470%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=74e70b72ccc82f24269cc0e89a29f44d016c61427c03608f3f9d2345968272fa,2024-02-01T11:24:00Z,,"Berichte über die Absetzung des beliebten Oberbefehlshabers der Streitkräfte, Walerij Saluschnyj, haben die Ukraine erschüttert. Offenbar haben die Differenzen zwischen ihm und dem Präsidenten einen … [+7724 chars]",,de,'Ukraine'
https://www.focus.de/panorama/welt/rockband-in-abschiebegefaengnis-festgehalten-russlands-langer-arm-reicht-bis-nach-thailand_id_259629374.html,https://www.focus.de/panorama/welt/rockband-in-abschiebegefaengnis-festgehalten-russlands-langer-arm-reicht-bis-nach-thailand_id_259629374.html,0,www.focus.de,Nach einer Woche Angst vor Putin - Russische Band darf nach Israel,"Mitglieder der regierungskritischen russischen Rockband Bi-2 waren eine Woche in einem thailändischen Gefängnis inhaftiert, es bestand die Sorge, dass sie nach Russland abgeschoben werden könnten.",https://p6.focus.de/img/fotos/id_259629376/bi-2.jpg?im=Crop%3D%280%2C289%2C3463%2C1731%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=a68ba8fbdf301aa9aba9acec0a259312e666a4422e4092fbc9b6b0f42b315001,2024-02-01T11:28:50Z,,"Mitglieder der regierungskritischen russischen Rockband Bi-2 waren eine Woche in einem thailändischen Gefängnis inhaftiert, es bestand die Sorge, dass sie nach Russland abgeschoben werden könnten.Die… [+1870 chars]",,de,'Putin'
https://www.telepolis.de/features/Bidens-blinde-Eskalation-Warum-US-Truppen-aus-Irak-und-Syrien-abziehen-muessen-9615483.html,https://www.telepolis.de/features/Bidens-blinde-Eskalation-Warum-US-Truppen-aus-Irak-und-Syrien-abziehen-muessen-9615483.html,0,www.telepolis.de,Bidens blinde Eskalation: Warum US-Truppen aus Irak und Syrien abziehen müssen,"Wie immer die Antwort der USA auf tote GIs aussieht, sie wird die Lage verschlimmern. Warum ein endloser Krieg droht. Und was dringend getan werden muss. Kommentar.",https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/5/3/5/5/1/0/U-5c40d6756e2f2e7e.jpeg,2024-02-01T11:30:00Z,,"Soldaten der US-Armee bei einer Übung in Dschibuti am 2. Februar 2021. Bild: US Africa Command / CC BY 2.0 Deed
Wie immer die Antwort der USA auf tote GIs aussieht, sie wird die Lage verschlimmern. … [+2696 chars]",,de,'Krieg'
https://www.focus.de/politik/ausland/nordkorea/kim-jong-un-macht-denkmal-platt-die-gefaehrliche-180-grad-wende-des-diktators_id_259629726.html,https://www.focus.de/politik/ausland/nordkorea/kim-jong-un-macht-denkmal-platt-die-gefaehrliche-180-grad-wende-des-diktators_id_259629726.html,0,www.focus.de,Gastbeitrag aus Korea - Kim Jong un macht Denkmal platt - die gefährliche 180-Grad-Wende des Diktators,Der nordkoreanische Machthaber Kim Jong Un hat eine historische Wende vollzogen. Süd- und Nordkorea sind für ihn keine gemeinsame Nation mehr. Die staatliche Propaganda hat komplett umgeschwenkt. Die Spannungen auf der Halbinsel nehmen damit zu.Von FOCUS-onli…,https://p6.focus.de/img/politik/ausland/id_259579365/die-situation-auf-der-koreanischen-halbinsel-ist-so-angespannt-wie-seit-jahren-nicht-mehr.-fuer-machthaber-kim-jong-un-ist-eine-vereinigung-mit-dem-suedlichen-nachbarn-nicht-mehr-moeglich..jpg?im=Crop%3D%280%2C169%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=f2430be33ede0bed60a0c6c83e315813e9f1e033b3450fb696015ada37a83248,2024-02-01T11:43:59Z,,Der nordkoreanische Machthaber Kim Jong Un hat eine historische Wende vollzogen. Süd- und Nordkorea sind für ihn keine gemeinsame Nation mehr. Die staatliche Propaganda hat komplett umgeschwenkt. Die… [+4739 chars],,de,'Gas'
